,repayment_id,loan_id,repayment_amount,loan_repayment_method_id,repayment_collected_date,collector_id,repayment_backdate,repayment_adjust_remaining_schedule,repayment_adjust_remaining_schedule_pro_rata,repayment_manual_composition,principal_repayment_amount,interest_repayment_amount,fees_repayment_amount,penalty_repayment_amount,loandisk_system_date,borrower_access_ids,repayment_description,dea_cash_bank_account,branch_id,custom_field_23214,repayment_backdated_date
5365,83020165,8914311,20000,35306,02/10/2025,98635,,,,,5000,15000,0,0,02/10/2025 05:39,[40280],nan,0,12936,TJ2OA6AQ7G - 8914311,nan
5366,83033459,7850652,30230,35307,01/10/2025,98635,,,,,22222.22,8007.78,0,0,02/10/2025 08:02,[40280],nan,0,12936,FT25274WZDG2 - 7850652,nan
5367,83034442,9138431,5000,35306,02/10/2025,98635,,,,,5000,0,0,0,02/10/2025 08:09,[39213],nan,0,12936,TJ2NN6AR2D - 9138431,nan
5368,83062229,7899728,75000,35306,02/10/2025,98635,,,,,38888.89,28000,3444.43,4666.68,02/10/2025 10:21,[39213],nan,0,12936,TJ2SG1ZO6D - 7899728,nan
5369,83080530,8338233,2500,35306,02/10/2025,98635,,,,,0,89.54,2247.96,162.5,02/10/2025 12:46,[97555],nan,0,12936,TJ2JH69VDV - 8338233,nan
5370,83096312,8926543,80000,35306,02/10/2025,98635,,,,,61666.67,14800,3533.33,0,02/10/2025 14:03,[40280],nan,0,12936,TJ2N46A7ED - 8926543,nan
5371,83098573,8881124,96216,118491,02/10/2025,77262,0,0,0,0,95000,1216,0,0,02/10/2025 14:15,[39213],Loan liquidated through consolidation,0,12936,Liquidation,nan
5372,83115761,8372744,2000,35306,02/10/2025,98635,,,,,2000,0,0,0,02/10/2025 16:31,[39213],nan,0,12936,TJ2IQ6ATEN - 8372744,nan
5373,83122282,9138431,32206,35306,02/10/2025,98635,,,,,32206,0,0,0,02/10/2025 18:56,[39213],nan,0,12936,TJ2AE6B0YF - 9138431,nan
5374,83124166,8372744,2300,35306,03/10/2025,98635,,,,,2300,0,0,0,02/10/2025 22:30,[39213],nan,0,12936,TJ3IQ6BE9Z - 8372744,nan
5375,83128072,9138431,1,35306,03/10/2025,98635,,,,,0.6,0,0,0.4,03/10/2025 04:42,[39213],nan,0,12936,TJ3FL6EZV1 - 9138431,nan
5376,83130187,9045397,1700,35306,03/10/2025,98635,,,,,0,1700,0,0,03/10/2025 06:02,[97555],nan,0,12936,TJ3H66G62T - 9045397,nan
5377,83135822,9096370,583.35,35306,03/10/2025,98635,,,,,0,0,0,583.35,03/10/2025 07:52,[97555],nan,0,12936,TJ3G36CU4C - 9096370,nan
5378,83190638,9130283,3886,35306,03/10/2025,98635,,,,,0.69,3885.31,0,0,03/10/2025 13:06,[40280],nan,0,12936,TJ3AD6DHNT - 9130283,nan
5379,83206074,9173928,12600,35307,01/10/2025,98635,,,,,3000,9600,0,0,03/10/2025 14:06,[97555],nan,0,12936,FT25274NV3KL - 9173928,nan
5380,83206327,8946085,35000,35307,03/10/2025,98635,,,,,20505.69,10252.84,4241.47,0,03/10/2025 14:07,[40280],nan,0,12936,FT25276R3YVP - 8946085,nan
5381,83207917,7793278,35605,35307,03/10/2025,98635,,,,,22184.16,7170,5802.72,448.12,03/10/2025 14:13,[40280],nan,0,12936,FT25276TKJ9T - 7793278,nan
5382,83207931,7793278,224,35307,03/10/2025,98635,,,,,222.09,0,0,1.91,03/10/2025 14:14,[40280],nan,0,12936,FT25276QYF3H - 7793278,nan
5383,83210670,6287000,861.36,35306,03/10/2025,98635,,,,,861.36,0,0,0,03/10/2025 14:36,[39213],nan,0,12936,TJ3IQ6DNRO - 6287000,nan
5384,83210671,8372744,638.64,35306,03/10/2025,98635,,,,,638.64,0,0,0,03/10/2025 14:36,[39213],nan,0,12936,TJ3IQ6DNRO - 8372744,nan
5385,83215055,9134997,20000,35306,03/10/2025,98635,,,,,4051.51,11941.59,3725.83,281.07,03/10/2025 15:03,[39213],nan,0,12936,TJ3RF6EYLR - 9134997,nan
5386,83223956,6287000,2000,35306,03/10/2025,98635,,,,,2000,0,0,0,03/10/2025 20:49,[39213],nan,0,12936,TJ3IQ6ETNB - 6287000,nan
5387,83226507,6287000,2000,35306,04/10/2025,98635,,,,,2000,0,0,0,04/10/2025 04:21,[39213],nan,0,12936,TJ4IQ6F6YH - 6287000,nan
5388,83226763,9135715,25000,35306,04/10/2025,98635,,,,,0,22000,3000,0,04/10/2025 05:10,[40280],nan,0,12936,TJ49V6ENAO - 9135715,nan
5389,83245612,8763778,3937.24,35306,04/10/2025,98635,,,,,3200,640,97.24,0,04/10/2025 10:08,[97555],nan,0,12936,TJ4CF6HRHE - 8763778,nan
5390,83245614,8765396,2.76,35306,04/10/2025,98635,,,,,0,0,2.76,0,04/10/2025 10:08,[97555],nan,0,12936,TJ4CF6HRHE - 8765396,nan
5391,83250120,6287000,1500,35306,04/10/2025,98635,,,,,1500,0,0,0,04/10/2025 13:41,[39213],nan,0,12936,TJ4IQ6GNZO - 6287000,nan
5392,83254744,6614692,30000,35306,05/10/2025,98635,,,,,5000,22500,2500,0,05/10/2025 04:43,[39213],nan,0,12936,TJ5NB6K6ZD - 6614692,nan
5393,83259039,9103371,4500,35306,05/10/2025,98635,,,,,0,1500,3000,0,05/10/2025 16:23,[97555],nan,0,12936,TJ5IA6NGVA - 9103371,nan
5394,83259300,9161037,30000,35306,05/10/2025,98635,,,,,23000,7000,0,0,05/10/2025 18:01,[97555],nan,0,12936,TJ5NR6NOYP - 9161037,nan
5395,83259356,6287000,6200,35306,05/10/2025,98635,,,,,6138.34,0,0,61.66,05/10/2025 18:40,[39213],nan,0,12936,TJ5IQ6L9HW - 6287000,nan
5396,83259410,6614692,20000,35306,05/10/2025,98635,,,,,20000,0,0,0,05/10/2025 19:24,[39213],nan,0,12936,TJ5NB6N0ZP - 6614692,nan
5397,83274057,8338233,12000,35306,06/10/2025,98635,,,,,1689.54,9660.46,0,650,06/10/2025 06:43,[97555],nan,0,12936,TJ6JH6M6TB - 8338233,nan
5398,83334750,6287000,30,35306,06/10/2025,98635,,,,,27.25,0,2.48,0.27,06/10/2025 09:55,[39213],nan,0,12936,TJ6IQ6MNJN - 6287000,nan
5399,83345357,9161037,10334,35306,06/10/2025,98635,,,,,10333.33,0,0.67,0,06/10/2025 10:45,[97555],nan,0,12936,TJ62U6QCZ0 - 9161037,nan
5400,83372476,8310760,500,35306,06/10/2025,98635,,,,,391.87,0,104.21,3.92,06/10/2025 13:33,[97555],nan,0,12936,TJ6QX6N82U - 8310760,nan
5401,83373047,8725356,40000,35306,06/10/2025,98635,,,,,23012,11200,2988,2800,06/10/2025 13:37,[39213],nan,0,12936,TJ6LI6Q4M4 - 8725356,nan
5402,83373063,8310760,9300,35306,05/10/2025,98635,,,,,8499.72,0,0,800.28,06/10/2025 13:37,[97555],nan,0,12936,TJ5QX6MTI4 - 8310760,nan
5403,83373075,9045397,2000,35306,05/10/2025,98635,,,,,0,2000,0,0,06/10/2025 13:38,[97555],nan,0,12936,TJ5H66PKWR - 9045397,nan
5404,83373137,9045397,1700,35306,04/10/2025,98635,,,,,0,1700,0,0,06/10/2025 13:40,[97555],nan,0,12936,TJ4H66J5YX - 9045397,nan
5405,83373384,9138438,800,35306,03/10/2025,98635,,,,,80.36,719.64,0,0,06/10/2025 13:47,[40280],nan,0,12936,TJ3HO6G7O2 - 9138438,nan
5406,83376724,9149331,35259,35306,06/10/2025,39988,,,,,15753.84,15800,3000,705.16,06/10/2025 14:06,[39213],nan,0,12936,TJ66V6MIBU - 9149331,nan
5407,83383328,9149331,704,35306,06/10/2025,39988,,,,,704,0,0,0,06/10/2025 14:30,[39213],nan,0,12936,TJ66V6MNM4 - 9149331,nan
5408,83389989,9223380,100000,35306,06/10/2025,98635,,,,,74500,19500,6000,0,06/10/2025 16:53,[40280],nan,0,12936,TJ60M6OYX9 - 9223380,nan
5409,83395557,9187800,2500,35306,06/10/2025,98635,,,,,0,2500,0,0,06/10/2025 18:49,[39213],nan,0,12936,TJ6A56P4OH - 9187800,nan
5410,83398296,8965299,16479,35306,07/10/2025,98635,,,,,5979.17,5740,4759.83,0,06/10/2025 21:34,[97555],nan,0,12936,TJ7HY6S23M - 8965299,nan
5411,83414163,9092774,18000,35306,07/10/2025,98635,,,,,0,15000,3000,0,07/10/2025 04:56,[40280],nan,0,12936,TJ7EP6RZ02 - 9092774,nan
5412,83414631,6134716,9891,35307,06/10/2025,98635,,,,,3907.26,3516.5,2467.24,0,07/10/2025 05:18,[40280],nan,0,12936,FT2527936WFK - 6134716,nan
5413,83414682,9202728,10000,35306,06/10/2025,98635,,,,,0,10000,0,0,07/10/2025 05:22,[40280],nan,0,12936,TJ6D06NIRZ - 9202728,nan
5414,83414687,9045397,1800,35306,07/10/2025,98635,,,,,1598.21,201.79,0,0,07/10/2025 05:22,[97555],nan,0,12936,TJ7H66TB87 - 9045397,nan
5415,83414917,9149331,1,35306,07/10/2025,39988,,,,,0.49,0,0.51,0,07/10/2025 05:28,[39213],nan,0,12936,TJ7FL6S844 - 9149331,nan
5416,83415480,8338233,5800,35306,07/10/2025,98635,,,,,5654.4,0,0,145.6,07/10/2025 05:48,[97555],nan,0,12936,TJ7JH6P8GM - 8338233,nan
5417,83421047,9134997,3725,35306,07/10/2025,98635,,,,,3639.29,0,49.32,36.39,07/10/2025 06:45,[39213],nan,0,12936,TJ7G46R7P6 - 9134997,nan
5418,83425804,9174032,36225,35306,07/10/2025,98635,,,,,31500,4725,0,0,07/10/2025 07:41,[40280],nan,0,12936,TJ75L6RLQE - 9174032,nan
5419,83449163,9226458,15000,35306,07/10/2025,98635,,,,,15000,0,0,0,07/10/2025 08:46,[40280],nan,0,12936,TJ7GE6Q49V - 9226458,nan
5420,83463338,9186461,29124,35306,07/10/2025,98635,,,,,0.52,26123.48,3000,0,07/10/2025 10:09,[97555],nan,0,12936,TJ7DO6Q8HW - 9186461,nan
5421,83464165,8338233,5000,35306,07/10/2025,98635,,,,,5000,0,0,0,07/10/2025 10:19,[97555],nan,0,12936,TJ7JH6Q5LV - 8338233,nan
5422,83465879,9175231,40000,35306,07/10/2025,98635,,,,,21000,16000,3000,0,07/10/2025 10:24,[40280],nan,0,12936,TJ7AY6SH96 - 9175231,nan
5423,83467020,9160708,44000,35306,07/10/2025,98635,,,,,33166.67,7500,3000,333.33,07/10/2025 10:34,[39213],nan,0,12936,TJ7M66REWZ - 9160708,nan
5424,83473174,9096370,12950.65,35306,03/10/2025,97341,0,0,0,0,11550.65,1400,0,0,07/10/2025 11:20,[97555],nan,0,12936,TJ3G36CU4C - 8247867,nan
5425,83473524,9096370,117,35306,03/10/2025,97341,0,0,0,0,116.02,0.98,0,0,07/10/2025 11:20,[97555],nan,0,12936,TJ3G36D3GC - 8247867,nan
5426,83486909,8725356,20000,35306,07/10/2025,98635,,,,,19530.12,0,0,469.88,07/10/2025 12:40,[39213],nan,0,12936,TJ7LI6T4RV - 8725356,nan
5427,83491149,9160708,167,35306,07/10/2025,98635,,,,,166.66,0,0.34,0,07/10/2025 13:29,[39213],nan,0,12936,TJ7M66RYM8 - 9160708,nan
5428,83497970,8338233,3400,35306,07/10/2025,98635,,,,,3400,0,0,0,07/10/2025 14:28,[97555],nan,0,12936,TJ7JH6QQLW - 8338233,nan
5429,83505099,8663480,26000,35306,07/10/2025,98635,,,,,15400.06,7600,2999.94,0,07/10/2025 15:46,[39213],nan,0,12936,TJ7FJ6TIO9 - 8663480,nan
5430,83512808,9174038,1520,35306,07/10/2025,98635,,,,,0.99,1519.01,0,0,07/10/2025 18:05,[97555],nan,0,12936,TJ7IA6U3BE - 9174038,nan
5431,83513987,9187810,8900,35306,07/10/2025,98635,,,,,0,8900,0,0,07/10/2025 18:58,[39213],nan,0,12936,TJ7NB6T0SC - 9187810,nan
5432,83522825,9104238,38980,35306,08/10/2025,98635,,,,,0,38980,0,0,08/10/2025 05:41,[40280],nan,0,12936,TJ8KC6UGDO - 9104238,nan
5433,83524915,9172730,12000,35306,06/10/2025,40147,0,0,0,0,2251.82,9748.18,0,0,08/10/2025 06:25,[40280],nan,0,12936,TJ6HO6OOHV - 9138438,nan
5434,83526233,9187810,100,35306,08/10/2025,98635,,,,,82.08,17.92,0,0,08/10/2025 06:51,[39213],nan,0,12936,TJ8NB6TXJI - 9187810,nan
5435,83543711,9151556,722,35306,08/10/2025,98635,,,,,0,147.8,0,574.2,08/10/2025 08:53,[97555],nan,0,12936,TJ8D36SCOC - 9151556,nan
5436,83546840,9175231,79000,35306,08/10/2025,98635,,,,,79000,0,0,0,08/10/2025 09:15,[40280],nan,0,12936,TJ8AY6VB8O - 9175231,nan
5437,83557922,9134997,5000,35306,06/10/2025,98635,,,,,4748.36,0,0,251.64,08/10/2025 10:43,[39213],nan,0,12936,TJ6RF6NLHK - 9134997,nan
5438,83559841,9187800,2000,35306,08/10/2025,98635,,,,,0,2000,0,0,08/10/2025 11:00,[39213],nan,0,12936,TJ8A56TNOB - 9187800,nan
5439,83561015,9269058,250000,35306,08/10/2025,98635,,,,,220000,30000,0,0,08/10/2025 11:17,[97555],nan,0,12936,TJ8BG6VP6Q - 9269058,nan
5440,83561055,9269058,30000,35306,08/10/2025,98635,,,,,30000,0,0,0,08/10/2025 11:18,[97555],nan,0,12936,TJ8BG6VQJX - 9269058,nan
5441,83567900,9151556,2600,35306,08/10/2025,98635,,,,,59.59,2540.41,0,0,08/10/2025 12:06,[97555],nan,0,12936,TJ84V6VF4P - 9151556,nan
5442,83572274,9068586,19000,35306,08/10/2025,98635,,,,,9305.18,9694.82,0,0,08/10/2025 12:39,[40280],nan,0,12936,TJ8OA6VOY1 - 9068586,nan
5443,83572858,8725356,20000,35306,08/10/2025,98635,,,,,19725.42,0,0,274.58,08/10/2025 12:42,[39213],nan,0,12936,TJ8LI6WAEZ - 8725356,nan
5444,83573665,8338233,656,35306,08/10/2025,98635,,,,,506.06,0,144.88,5.06,08/10/2025 12:48,[97555],nan,0,12936,TJ8JH6TGEZ - 8338233,nan
5445,83580610,9185941,29000,35306,08/10/2025,98635,,,,,1103.23,24896.77,3000,0,08/10/2025 13:19,[39213],nan,0,12936,TJ8OU6SDYH - 9185941,nan
5446,83599213,8725356,7800,35306,08/10/2025,98635,,,,,7732.46,0,67.54,0,08/10/2025 14:51,[39213],nan,0,12936,TJ8LI6WQEU - 8725356,nan
5447,83599452,8663480,433.27,35306,08/10/2025,98635,,,,,433.27,0,0,0,08/10/2025 14:53,[39213],nan,0,12936,TJ8FJ6X0RT - 8663480,nan
5448,83599470,8763766,0.73,35306,08/10/2025,98635,,,,,0,0,0.73,0,08/10/2025 14:53,[39213],nan,0,12936,TJ8FJ6X0RT - 8763766,nan
5449,83608025,9160765,19950,35306,08/10/2025,98635,,,,,13667.12,5799.54,0,483.34,08/10/2025 18:04,[39213],nan,0,12936,TJ8566WQI5 - 9160765,nan
5450,83608026,9163606,50,35306,08/10/2025,98635,,,,,0,0,0,50,08/10/2025 18:04,[39213],nan,0,12936,TJ8566WQI5 - 9163606,nan
5451,83618241,8374273,36300,35306,08/10/2025,98635,,,,,22500,10800,3000,0,09/10/2025 06:12,[40280],nan,0,12936,TJ8QF6UW5R - 8374273,nan
5452,83618273,8763766,2000,35306,09/10/2025,98635,,,,,1216.73,684,99.27,0,09/10/2025 06:12,[39213],nan,0,12936,TJ9FJ6YL33 - 8763766,nan
5453,83618392,9045397,1700,35306,09/10/2025,98635,,,,,1700,0,0,0,09/10/2025 06:15,[97555],nan,0,12936,TJ9H66ZOUI - 9045397,nan
5454,83619549,8763766,1700,35306,09/10/2025,98635,,,,,1700,0,0,0,09/10/2025 06:39,[39213],nan,0,12936,TJ9FJ6YNGQ - 8763766,nan
5455,83624824,9186664,75000,35307,08/10/2025,98635,,,,,51143.61,23856.39,0,0,09/10/2025 07:27,[39213],nan,0,12936,FT25281CVK6L - 9186664,nan
5456,83640722,8763766,300,35306,09/10/2025,98635,,,,,300,0,0,0,09/10/2025 08:19,[39213],nan,0,12936,TJ9FJ6YZJL - 8763766,nan
5457,83649260,8236881,5045,35306,09/10/2025,98635,,,,,0,2045,3000,0,09/10/2025 08:59,[97555],nan,0,12936,TJ9B56XKIT - 8236881,nan
5458,83654001,9223380,500,35306,09/10/2025,98635,,,,,500,0,0,0,09/10/2025 09:27,[40280],nan,0,12936,TJ93O6Z37D - 9223380,nan
5459,83668303,9294694,150000,35306,09/10/2025,98635,,,,,105000,45000,0,0,09/10/2025 10:35,[39213],nan,0,12936,TJ9746VIMZ - 9294694,nan
5460,83668654,9294694,149000,35306,09/10/2025,98635,,,,,149000,0,0,0,09/10/2025 10:38,[39213],nan,0,12936,TJ9746VDMG - 9294694,nan
5461,83668964,9294694,46000,35306,09/10/2025,98635,,,,,46000,0,0,0,09/10/2025 10:40,[39213],nan,0,12936,TJ9746VEAG - 9294694,nan
5462,83675381,9223380,100,35306,09/10/2025,98635,,,,,100,0,0,0,09/10/2025 11:09,[40280],nan,0,12936,TJ9KG6YBE3 - 9223380,nan
5463,83676199,9223380,200,35306,09/10/2025,98635,,,,,200,0,0,0,09/10/2025 11:20,[40280],nan,0,12936,TJ9FI6Z3RJ - 9223380,nan
5464,83699356,9202904,12000,35306,09/10/2025,98635,,,,,315.01,8684.99,3000,0,09/10/2025 14:15,[40280],nan,0,12936,TJ9LF6ZCSM - 9202904,nan
5465,83731884,8988994,52600,35306,09/10/2025,98635,,,,,40000,9600,3000,0,09/10/2025 17:02,[97555],nan,0,12936,TJ9QI6YJE8 - 8988994,nan
5466,83732461,9204246,33000,35306,09/10/2025,98635,,,,,0,30000,3000,0,09/10/2025 17:26,[97555],nan,0,12936,TJ9SG2C5G9 - 9204246,nan
5467,83739519,8964780,25617.51,35306,10/10/2025,98635,,,,,17985,4087.5,3000,545.01,09/10/2025 21:35,[40280],nan,0,12936,TJA7T6YG3D - 8964780,nan
5468,83739520,9286274,0.49,35306,10/10/2025,98635,,,,,0,0.49,0,0,09/10/2025 21:35,[40280],nan,0,12936,TJA7T6YG3D - 9286274,nan
5469,83747214,9202904,2700,35306,10/10/2025,98635,,,,,2700,0,0,0,10/10/2025 05:51,[40280],nan,0,12936,TJALF715DH - 9202904,nan
5470,83795262,9223380,200,35306,10/10/2025,98635,,,,,200,0,0,0,10/10/2025 11:45,[40280],nan,0,12936,TJAEU7336H - 9223380,nan
5471,83811066,8784052,5426.67,35306,10/10/2025,98635,,,,,4222,1104.67,100,0,10/10/2025 13:00,[39213],nan,0,12936,TJAF473KFN - 8784052,nan
5472,83811079,8791406,25933.33,35306,10/10/2025,98635,,,,,13333.33,9600,3000,0,10/10/2025 13:00,[39213],nan,0,12936,TJAF473KFN - 8791406,nan
5473,83838909,9186450,5600,35306,10/10/2025,98635,,,,,0,2600,3000,0,10/10/2025 16:57,[97555],nan,0,12936,TJAPF70G7F - 9186450,nan
5474,83840175,9186450,5000,35306,10/10/2025,98635,,,,,0,5000,0,0,10/10/2025 18:01,[97555],nan,0,12936,TJAEI73U2T - 9186450,nan
5475,83845581,9226458,95500,35306,11/10/2025,98635,,,,,95500,0,0,0,11/10/2025 07:09,[40280],nan,0,12936,TJB4Y746M2 - 9226458,nan
5476,83845582,9343500,80500,35306,11/10/2025,98635,,,,,70000,10500,0,0,11/10/2025 07:09,[40280],nan,0,12936,TJB4Y746M2 - 9343500,nan
5477,83846053,9223380,200,35306,11/10/2025,98635,,,,,200,0,0,0,11/10/2025 07:29,[40280],nan,0,12936,TJBES757Z9 - 9223380,nan
5478,83850939,9213219,30000,35306,11/10/2025,98635,,,,,14145,15855,0,0,11/10/2025 08:27,[40280],nan,0,12936,TJB5574GK6 - 9213219,nan
5479,83853519,7912867,0.45,35306,11/10/2025,98635,,,,,0,0,0.45,0,11/10/2025 09:04,[39213],nan,0,12936,TJB5674HJQ - 7912867,nan
5480,83853520,9160765,10814.55,35306,11/10/2025,98635,,,,,10499.55,0,0,315,11/10/2025 09:04,[39213],nan,0,12936,TJB5674HJQ - 9160765,nan
5481,83853522,9163606,5750,35306,11/10/2025,98635,,,,,5000,600,0,150,11/10/2025 09:04,[39213],nan,0,12936,TJB5674HJQ - 9163606,nan
5482,83858797,9223380,200,35306,11/10/2025,98635,,,,,200,0,0,0,11/10/2025 10:03,[40280],nan,0,12936,TJB1073ZS8 - 9223380,nan
5483,83859266,9213954,7500,35306,11/10/2025,98635,,,,,16.8,7483.2,0,0,11/10/2025 10:16,[40280],nan,0,12936,TJB5D74SU3 - 9213954,nan
5484,83868047,8798763,28900,35306,12/10/2025,98635,,,,,17500,8400,3000,0,12/10/2025 09:13,[40280],nan,0,12936,TJCBA7766K - 8798763,nan
5485,83868496,9186450,5000,35306,12/10/2025,98635,,,,,0,5000,0,0,12/10/2025 10:58,[97555],nan,0,12936,TJCPF75ERR - 9186450,nan
5486,83870339,9226608,50000,35306,12/10/2025,98635,,,,,19601.58,30398.42,0,0,12/10/2025 16:18,[97555],nan,0,12936,TJC7Y74OM7 - 9226608,nan
5487,83877797,8638319,35000,35306,11/10/2025,98635,,,,,1698.43,32102.4,1199.17,0,13/10/2025 4:59am,[97555],nan,0,12936,TJBKC74PX6 - 8638319,nan
5488,83878033,6992214,52443.85,35306,13/10/2025,98635,,,,,27777.78,20000,4666.07,0,13/10/2025 5:11am,[40280],nan,0,12936,TJD5D7A459 - 6992214,nan
5489,83878034,9417100,1.15,35306,13/10/2025,98635,,,,,0,1.15,0,0,13/10/2025 5:11am,[40280],nan,0,12936,TJD5D7A459 - 9417100,nan
5490,83878142,9210541,83500,35306,11/10/2025,98635,,,,,70000,10500,3000,0,13/10/2025 5:14am,[40280],nan,0,12936,TJB0M74JAX - 9210541,nan
5491,83878526,9202728,23000,35306,10/10/2025,98635,,,,,20000,3000,0,0,13/10/2025 5:26am,[40280],nan,0,12936,TJAD06ZSYI - 9202728,nan
5492,83878652,9204237,23500,35306,11/10/2025,98635,,,,,412.33,20087.67,3000,0,13/10/2025 5:33am,[40280],nan,0,12936,TJB8Z70G9G - 9204237,nan
5493,83884392,9135715,1000,35307,09/10/2025,98635,,,,,188.52,811.48,0,0,13/10/2025 7:34am,[40280],nan,0,12936,FT25282HXFM2 - 9135715,nan
5494,83884419,8263186,107666.1,35307,09/10/2025,98635,,,,,33333.32,15000,55499.37,3833.41,13/10/2025 7:35am,[97555],nan,0,12936,FT25282SMJFC - 8263186,nan
5495,83884420,9124726,54326.9,35307,09/10/2025,98635,,,,,35000,7875,10401,1050.9,13/10/2025 7:35am,[97555],nan,0,12936,FT25282SMJFC - 9124726,nan
5496,83884479,9236867,4000,35307,11/10/2025,98635,,,,,0,1000,3000,0,13/10/2025 7:36am,[97555],nan,0,12936,FT25284XFQLN - 9236867,nan
5497,83884550,7854993,61708,35307,11/10/2025,98635,,,,,39666.67,19040,3001.33,0,13/10/2025 7:37am,[39213],nan,0,12936,FT252848SMMY - 7854993,nan
5498,83884551,7854997,10200,35307,11/10/2025,98635,,,,,8361,1739,100,0,13/10/2025 7:38am,[39213],nan,0,12936,FT252848SMMY - 7854997,nan
5499,83898316,9223380,200,35306,13/10/2025,98635,,,,,200,0,0,0,13/10/2025 8:59am,[40280],nan,0,12936,TJD0Z79MP5 - 9223380,nan
5500,83980867,8663480,0.73,35306,13/10/2025,98635,,,,,0,0,0.73,0,13/10/2025 2:59pm,[39213],nan,0,12936,TJDFJ7CN3R - 8663480,nan
5501,83980868,8763766,201.27,35306,13/10/2025,98635,,,,,201.27,0,0,0,13/10/2025 2:59pm,[39213],nan,0,12936,TJDFJ7CN3R - 8763766,nan
5502,83984041,9202965,41635,35306,13/10/2025,98635,,,,,22222.22,16000,3000.56,412.22,13/10/2025 3:33pm,[97555],nan,0,12936,TJDSG2HZX0 - 9202965,nan
5503,83987952,8649899,41873,35306,13/10/2025,98635,,,,,19832.71,19040.29,3000,0,13/10/2025 5:02pm,[97555],nan,0,12936,TJDQ078XY7 - 8649899,nan
5504,83987953,8677523,5168,35306,13/10/2025,98635,,,,,4223,845,100,0,13/10/2025 5:02pm,[97555],nan,0,12936,TJDQ078XY7 - 8677523,nan
5505,83991061,9226453,500,35306,14/10/2025,98635,,,,,0,0,500,0,13/10/2025 10:27pm,[97555],nan,0,12936,TJEIF7DIO6 - 9226453,nan
5506,84006279,9045397,2000,35306,14/10/2025,98635,,,,,2000,0,0,0,14/10/2025 5:26am,[97555],nan,0,12936,TJEH67FX8N - 9045397,nan
5507,84006868,9211063,18000,35306,14/10/2025,98635,,,,,0,15000,3000,0,14/10/2025 5:51am,[40280],nan,0,12936,TJEQ278C9U - 9211063,nan
5508,84016188,8964780,188.95,35306,14/10/2025,98635,,,,,181.67,0,0,7.28,14/10/2025 7:28am,[40280],nan,0,12936,TJE7T7C293 - 8964780,nan
