,repayment_id,loan_id,repayment_amount,loan_repayment_method_id,repayment_collected_date,collector_id,repayment_backdate,repayment_adjust_remaining_schedule,repayment_adjust_remaining_schedule_pro_rata,repayment_manual_composition,principal_repayment_amount,interest_repayment_amount,fees_repayment_amount,penalty_repayment_amount,loandisk_system_date,borrower_access_ids,repayment_description,dea_cash_bank_account,branch_id,custom_field_23214,repayment_backdated_date
11591,83867068,9182033,7916.44,35306,12/10/2025,93784,0,0,0,0,999.94,5994.3,0,922.2,13/10/2025 8:39am,[89478],nan,0,27133,TJCEQ78NVT - 9182033,nan
11592,83867069,9206792,5083.56,35306,12/10/2025,93784,0,0,0,0,617.72,4465.84,0,0,13/10/2025 8:41am,[89478],nan,0,27133,TJCEQ78NVT - 9206792,nan
11593,83868489,9141981,41775,35306,12/10/2025,98635,,,,,30366.43,8555.21,0,2853.36,12/10/2025 10:58,[17027],nan,0,27133,TJCFA790VX - 9141981,nan
11594,83868490,9190669,225,35306,12/10/2025,98635,,,,,0,0,0,225,12/10/2025 10:58,[17027],nan,0,27133,TJCFA790VX - 9190669,nan
11595,83870415,9000221,29000,35306,12/10/2025,98635,,,,,12783.64,13216.36,3000,0,12/10/2025 16:39,[89478],nan,0,27133,TJC8975E56 - 9000221,nan
11596,83870782,8834352,2000,35306,12/10/2025,98635,,,,,2000,0,0,0,12/10/2025 17:24,[17027],nan,0,27133,TJCNY798K9 - 8834352,nan
11597,83870976,6663821,5000,35306,12/10/2025,98635,,,,,503.97,4496.03,0,0,12/10/2025 18:26,[89478],nan,0,27133,TJCC579HYL - 6663821,nan
11598,83877753,9202434,7550,35306,12/10/2025,98635,,,,,0,7550,0,0,13/10/2025 4:51am,[17027],nan,0,27133,TJC8X76CGI - 9202434,nan
11599,83877787,8199554,4252.73,35306,11/10/2025,98635,,,,,0,1169.39,3000,83.34,13/10/2025 4:58am,[17027],nan,0,27133,TJBB374H2H - 8199554,nan
11600,83877788,8199563,3747.27,35306,11/10/2025,98635,,,,,3040,608,99.27,0,13/10/2025 4:58am,[17027],nan,0,27133,TJBB374H2H - 8199563,nan
11601,83877800,8392307,35100,35306,10/10/2025,98635,,,,,20882.35,11218,2999.65,0,13/10/2025 5:00am,[17027],nan,0,27133,TJA5470N3Z - 8392307,nan
11602,83877821,8228375,2000,35306,12/10/2025,98635,,,,,1992.64,7.36,0,0,13/10/2025 5:02am,[77749],nan,0,27133,TJC5P77PQV - 8228375,nan
11603,83877836,8228375,2000,35306,11/10/2025,98635,,,,,0,2000,0,0,13/10/2025 5:02am,[77749],nan,0,27133,TJB5P75FVG - 8228375,nan
11604,83878168,9291543,45000,35306,13/10/2025,98635,,,,,37500,7500,0,0,13/10/2025 5:16am,[17027],nan,0,27133,TJDGZ791LK - 9291543,nan
11605,83880433,9000221,900,35306,13/10/2025,98635,,,,,900,0,0,0,13/10/2025 6:21am,[89478],nan,0,27133,TJD8976MEJ - 9000221,nan
11606,83885057,9182033,2404.56,35306,13/10/2025,98635,,,,,0,0,2404.56,0,13/10/2025 7:44am,[89478],nan,0,27133,TJD7C77XSD - 9182033,nan
11607,83885058,9206792,595.44,35306,13/10/2025,98635,,,,,297.72,0,0,297.72,13/10/2025 7:44am,[89478],nan,0,27133,TJD7C77XSD - 9206792,nan
11608,83885099,9000221,83.4,35306,13/10/2025,98635,,,,,83.4,0,0,0,13/10/2025 7:45am,[89478],nan,0,27133,TJD8976QTF - 9000221,nan
11609,83885101,9012235,16.6,35306,13/10/2025,98635,,,,,0,0,16.6,0,13/10/2025 7:45am,[89478],nan,0,27133,TJD8976QTF - 9012235,nan
11610,83890033,9190659,98310,35307,13/10/2025,98635,,,,,87000,11310,0,0,13/10/2025 8:13am,[17027],nan,0,27133,FT25284Q9J4Q - 9190659,nan
11611,83890035,9223016,3000,35306,06/10/2025,93784,0,0,0,0,0,3000,0,0,13/10/2025 8:13am,[77749],nan,0,27133,TJ6M36O7Z9 - 9223009-1,nan
11612,83891795,9221799,9095,35306,10/10/2025,93784,0,0,0,0,2628.15,6466.85,0,0,13/10/2025 8:16am,[89478],nan,0,27133,TJA2S71WUN - 9221577-1,nan
11613,83896791,9171953,87000,35307,13/10/2025,98635,,,,,4126.47,79873.53,3000,0,13/10/2025 8:44am,[17027],nan,0,27133,FT25282Y7FHC - 9171953,nan
11614,83896813,8943751,100000,35307,13/10/2025,98635,,,,,24240.87,3469.15,28000,44289.98,13/10/2025 8:45am,[77749],nan,0,27133,FT25282172KD - 8943751,nan
11615,83897169,8429827,6000,35306,13/10/2025,98635,,,,,5274.63,625.37,100,0,13/10/2025 8:48am,[89478],nan,0,27133,TJD2G7BYXV - 8429827,nan
11616,83899292,7509123,10000,35306,11/10/2025,98635,,,,,9500,461.79,38.21,0,13/10/2025 9:04am,[89478],nan,0,27133,TJBMK736H9 - 7509123,nan
11617,83909304,9190680,10200,35306,13/10/2025,98635,,,,,7277.41,0,2777.05,145.54,13/10/2025 9:51am,[77749],nan,0,27133,TJDKT7AUYQ - 9190680,nan
11618,83924467,7853676,4928,35306,13/10/2025,98635,,,,,4023,805,100,0,13/10/2025 10:57am,[89478],nan,0,27133,TJDHR7CPU8 - 7853676,nan
11619,83924470,7853687,22433.11,35306,13/10/2025,98635,,,,,12500,6000,3683.11,250,13/10/2025 10:57am,[89478],nan,0,27133,TJDHR7CPU8 - 7853687,nan
11620,83924471,8406226,12088.89,35306,13/10/2025,98635,,,,,8888.89,3200,0,0,13/10/2025 10:57am,[89478],nan,0,27133,TJDHR7CPU8 - 8406226,nan
11621,83953710,9396280,15000,35306,13/10/2025,98635,,,,,7142.03,7857.97,0,0,13/10/2025 12:56pm,[77749],nan,0,27133,TJDN27A5Z1 - 9396280,nan
11622,83953835,9032841,165339,35306,13/10/2025,98635,,,,,109688.42,52650.44,3000.14,0,13/10/2025 12:58pm,[89478],nan,0,27133,TJDCE7BG1A - 9032841,nan
11623,83967188,8546978,10000,35306,13/10/2025,98635,,,,,4448,3977,0,1575,13/10/2025 1:50pm,[77749],nan,0,27133,TJDIT79L66 - 8546978,nan
11624,83967960,8041410,62004,35307,13/10/2025,98635,,,,,30104.17,28900,2999.83,0,13/10/2025 1:56pm,[17027],nan,0,27133,FT25286FBY7P - 8041410,nan
11625,83984998,9298879,7000,35306,13/10/2025,98635,,,,,60,6940,0,0,13/10/2025 3:40pm,[77749],nan,0,27133,TJDM379WK5 - 9298879,nan
11626,83990512,8834352,2500,35306,13/10/2025,98635,,,,,2500,0,0,0,13/10/2025 8:35pm,[17027],nan,0,27133,TJDNY7CQ16 - 8834352,nan
11627,84006186,7007455,25000,35306,11/10/2025,98635,,,,,13406.2,8824.56,2769.24,0,14/10/2025 5:24am,[77749],nan,0,27133,TJB3C740WQ - 7007455,nan
11628,84006364,9224017,9000,35306,09/10/2025,98635,,,,,0,9000,0,0,14/10/2025 5:28am,[77749],nan,0,27133,TJ9216ZSNR - 9224017,nan
11629,84007073,9401597,2000,35306,12/10/2025,98635,,,,,0,2000,0,0,14/10/2025 5:59am,[17027],nan,0,27133,TJCKP7ACYJ - 9401597,nan
11630,84011000,9255151,1500,35306,14/10/2025,78101,,,,,0,1500,0,0,14/10/2025 6:49am,[77749],nan,0,27133,TJEKP7EHQB - 9255151,nan
11631,84011036,8199554,3100,35306,14/10/2025,98635,,,,,2144.38,830.61,0,125.01,14/10/2025 6:51am,[17027],nan,0,27133,TJEB37D1B9 - 8199554,nan
11632,84032925,9141981,5406.24,35306,14/10/2025,98635,,,,,5300.24,0,0,106,14/10/2025 9:04am,[17027],nan,0,27133,TJEFA7EUH4 - 9141981,nan
11633,84032936,9190669,22593.76,35306,14/10/2025,98635,,,,,16743.76,5400,0,450,14/10/2025 9:04am,[17027],nan,0,27133,TJEFA7EUH4 - 9190669,nan
11634,84035510,9037609,243.76,35306,14/10/2025,98635,,,,,0,0,243.76,0,14/10/2025 9:15am,[17027],nan,0,27133,TJEFA7F2BT - 9037609,nan
11635,84035511,9190669,5756.24,35306,14/10/2025,98635,,,,,5756.24,0,0,0,14/10/2025 9:15am,[17027],nan,0,27133,TJEFA7F2BT - 9190669,nan
11636,84038713,9204839,67905,35306,14/10/2025,98635,,,,,1.45,67903.55,0,0,14/10/2025 9:36am,[77749],nan,0,27133,TJEPJ7A9X3 - 9204839,nan
11637,84039355,9241650,4500,35306,13/10/2025,98635,,,,,2061.91,2438.09,0,0,14/10/2025 9:48am,[77749],nan,0,27133,TJD6Q787YG - 9241650,nan
11638,84039378,8228375,2500,35306,13/10/2025,98635,,,,,2421.45,0,0,78.55,14/10/2025 9:49am,[77749],nan,0,27133,TJD5P7BK8L - 8228375,nan
11639,84043635,9202531,55000,35306,14/10/2025,98635,,,,,3000,52000,0,0,14/10/2025 10:31am,[17027],nan,0,27133,TJEGM7D1BE - 9202531,nan
11640,84063976,5729655,200000,35306,13/10/2025,93784,0,0,0,0,188000,12000,0,0,14/10/2025 12:48pm,[],nan,0,27133,TJDGP7AORR,nan
11641,84075336,9190726,10000,35306,14/10/2025,98635,,,,,1274.94,8725.06,0,0,14/10/2025 3:04pm,[77749],nan,0,27133,TJEI17G72P - 9190726,nan
11642,84096562,9202825,57000,35306,14/10/2025,98635,,,,,57000,0,0,0,14/10/2025 4:29pm,[89478],nan,0,27133,TJEFW7DRUN - 9202825,nan
11643,84109051,9226077,13000,35306,15/10/2025,98635,,,,,0,10000,3000,0,15/10/2025 4:13am,[17027],nan,0,27133,TJFLP7GDHC - 9226077,nan
11644,84113885,8055129,57.49,35306,15/10/2025,98635,,,,,0,0,57.49,0,15/10/2025 6:21am,[17027],nan,0,27133,TJFB37G7CT - 8055129,nan
11645,84113886,8199554,2042.51,35306,15/10/2025,98635,,,,,2022.29,0,0,20.22,15/10/2025 6:21am,[17027],nan,0,27133,TJFB37G7CT - 8199554,nan
11646,84122022,7284594,9212,35306,15/10/2025,98635,,,,,3611.11,2600,3000.89,0,15/10/2025 8:01am,[77749],nan,0,27133,TJFOH7FVBD - 7284594,nan
11647,84125006,9347155,1959.91,35306,15/10/2025,98635,,,,,1781.74,178.17,0,0,15/10/2025 8:27am,[77749],nan,0,27133,TJFM37EU2S - 9347155,nan
11648,84125007,9422544,1040.09,35306,15/10/2025,98635,,,,,0,1040.09,0,0,15/10/2025 8:27am,[77749],nan,0,27133,TJFM37EU2S - 9422544,nan
11649,84150529,9202434,222,35306,15/10/2025,93784,0,0,0,0,0.68,221.32,0,0,16/10/2025 10:01am,[17027],nan,0,27133,TJF8X7D8ST - 9202434,nan
11650,84150544,8228375,4600,35306,14/10/2025,98635,,,,,4545.67,0,0,54.33,15/10/2025 10:20am,[77749],nan,0,27133,TJE5P7GTZE - 8228375,nan
11651,84150575,7007455,4978.36,35306,14/10/2025,98635,,,,,4978.36,0,0,0,15/10/2025 10:21am,[77749],nan,0,27133,TJE3C7ETWV - 7007455,nan
11652,84150578,9291189,1021.64,35306,14/10/2025,98635,,,,,0,1021.64,0,0,15/10/2025 10:21am,[77749],nan,0,27133,TJE3C7ETWV - 9291189,nan
11653,84150594,6663821,900,35306,14/10/2025,98635,,,,,900,0,0,0,15/10/2025 10:22am,[89478],nan,0,27133,TJEC57DLHJ - 6663821,nan
11654,84156750,9224004,135600,35306,15/10/2025,98635,,,,,120000,15600,0,0,15/10/2025 11:03am,[89478],nan,0,27133,TJF677IWF8 - 9224004,nan
11655,84219041,6663821,1900,35306,15/10/2025,98635,,,,,1900,0,0,0,15/10/2025 6:55pm,[89478],nan,0,27133,TJFC57IX7N - 6663821,nan
11656,84219157,8546978,13313.04,35306,15/10/2025,98635,,,,,13052,0,0,261.04,15/10/2025 7:08pm,[77749],nan,0,27133,TJFIT7GXV0 - 8546978,nan
11657,84219158,9206544,17686.96,35306,15/10/2025,98635,,,,,3891.35,13795.61,0,0,15/10/2025 7:08pm,[77749],nan,0,27133,TJFIT7GXV0 - 9206544,nan
11658,84230517,9255268,10000,35306,16/10/2025,98635,,,,,10000,0,0,0,16/10/2025 6:21am,[77749],nan,0,27133,TJGMR7IVJG - 9255268,nan
11659,84239534,9255268,616,35306,16/10/2025,98635,,,,,616,0,0,0,16/10/2025 7:33am,[77749],nan,0,27133,TJGMR7J78G - 9255268,nan
11660,84242078,9222987,40000,35306,16/10/2025,98635,,,,,0,34615.75,3000,2384.25,16/10/2025 7:51am,[17027],nan,0,27133,TJGEG7KRSF - 9222987,nan
11661,84242139,9221359,150000,35306,16/10/2025,98635,,,,,122783.03,24216.97,3000,0,16/10/2025 7:52am,[17027],nan,0,27133,TJGI07K99Z - 9221359,nan
11662,84242346,9204842,17850,35306,16/10/2025,98635,,,,,1.13,17848.87,0,0,16/10/2025 7:53am,[77749],nan,0,27133,TJG487KRLD - 9204842,nan
11663,84242811,9018644,10500,35306,16/10/2025,98635,,,,,4166.71,3200,2999.96,133.33,16/10/2025 7:54am,[77749],nan,0,27133,TJG927GAT6 - 9018644,nan
11664,84243492,9224017,9000,35306,15/10/2025,98635,,,,,7054.05,1945.95,0,0,16/10/2025 7:56am,[77749],nan,0,27133,TJF217J1MM - 9224017,nan
11665,84243703,8429377,11500,35306,15/10/2025,98635,,,,,4105.48,4400,2994.52,0,16/10/2025 7:56am,[89478],nan,0,27133,TJFCS7FDS0 - 8429377,nan
11666,84251732,7789486,194000,35306,15/10/2025,98635,,,,,115667.14,56000,5999.48,16333.38,16/10/2025 8:36am,[89478],nan,0,27133,TJFMI7H162 - 7789486,nan
11667,84251746,7789566,194000,35306,15/10/2025,98635,,,,,59203,11841,300,122656,16/10/2025 8:36am,[89478],nan,0,27133,TJFMI7H162 - 7789566,nan
11668,84254453,8589121,13922,35306,16/10/2025,98635,,,,,11518,2304,100,0,16/10/2025 8:42am,[17027],nan,0,27133,TJGPK7G3BA - 8589121,nan
11669,84259022,8980230,32666.3,35306,16/10/2025,98635,,,,,25000,5916.3,0,1750,16/10/2025 9:01am,[17027],nan,0,27133,TJG7I7H0AJ - 8980230,nan
11670,84259037,9025872,26333.7,35306,16/10/2025,98635,,,,,24333.7,2000,0,0,16/10/2025 9:01am,[17027],nan,0,27133,TJG7I7H0AJ - 9025872,nan
11671,84261888,7731339,33.7,35306,16/10/2025,98635,,,,,0,0,33.7,0,16/10/2025 9:07am,[17027],nan,0,27133,TJG7I7H39D - 7731339,nan
11672,84261899,9025872,666.3,35306,16/10/2025,98635,,,,,666.3,0,0,0,16/10/2025 9:07am,[17027],nan,0,27133,TJG7I7H39D - 9025872,nan
11673,84271696,9194537,14778,35306,14/10/2025,93784,0,0,0,0,0,14778,0,0,16/10/2025 10:02am,[17027],nan,0,27133,TJF8X7D8ST - 9202434-1,nan
11674,84278854,9266930,29400,35307,13/10/2025,98635,,,,,0,26400,3000,0,16/10/2025 10:23am,[77749],nan,0,27133,FT25286SYTZC - 9266930,nan
11675,84290369,9222987,14750,35306,16/10/2025,98635,,,,,13602.07,1147.93,0,0,16/10/2025 10:58am,[17027],nan,0,27133,TJGEG7L818 - 9222987,nan
11676,84290760,7789486,2000,35306,16/10/2025,98635,,,,,999.53,0,990.47,10,16/10/2025 11:08am,[89478],nan,0,27133,TJGMI7IG9J - 7789486,nan
11677,84297796,9052014,1000,35306,16/10/2025,98635,,,,,0,900,100,0,16/10/2025 11:49am,[77749],nan,0,27133,TJGJC7J1TJ - 9052014,nan
11678,84304990,6663821,1200,35306,16/10/2025,98635,,,,,1200,0,0,0,16/10/2025 1:08pm,[89478],nan,0,27133,TJGC57KL4T - 6663821,nan
11679,84305310,9012235,4475.4,35306,16/10/2025,98635,,,,,3660,732,83.4,0,16/10/2025 1:12pm,[89478],nan,0,27133,TJG897GZJA - 9012235,nan
11680,84305311,9396292,16.6,35306,16/10/2025,98635,,,,,0,16.6,0,0,16/10/2025 1:12pm,[89478],nan,0,27133,TJG897GZJA - 9396292,nan
11681,84317419,8440096,60000,35306,16/10/2025,98635,,,,,43666.68,13880,2453.32,0,16/10/2025 2:40pm,[89478],nan,0,27133,TJGDQ7IIWO - 8440096,nan
11682,84353369,6663821,1100,35306,17/10/2025,98635,,,,,1100,0,0,0,17/10/2025 4:28am,[89478],nan,0,27133,TJHC57MMLP - 6663821,nan
11683,84353491,8055129,21000,35306,17/10/2025,98635,,,,,10557.49,7200,2942.51,300,17/10/2025 4:45am,[17027],nan,0,27133,TJHB37MF1Y - 8055129,nan
11684,84385138,8834352,3000,35306,17/10/2025,98635,,,,,3000,0,0,0,17/10/2025 9:05am,[17027],nan,0,27133,TJHNY7N5HN - 8834352,nan
11685,84456140,8055129,2100,35306,17/10/2025,98635,,,,,2100,0,0,0,17/10/2025 4:50pm,[17027],nan,0,27133,TJHB37OKLD - 8055129,nan
11686,84463314,6663821,1103.24,35306,18/10/2025,98635,,,,,1103.24,0,0,0,17/10/2025 11:55pm,[89478],nan,0,27133,TJIC57PP2S - 6663821,nan
11687,84463315,8439939,46.76,35306,18/10/2025,98635,,,,,0,0,0,46.76,17/10/2025 11:55pm,[89478],nan,0,27133,TJIC57PP2S - 8439939,nan
11688,84463539,8834352,2500,35306,18/10/2025,98635,,,,,2500,0,0,0,18/10/2025 1:25am,[17027],nan,0,27133,TJINY7PAZG - 8834352,nan
11689,84474737,8604438,62000,35306,18/10/2025,98635,,,,,29166.67,28000,3374.98,1458.35,18/10/2025 7:53am,[77749],nan,0,27133,TJI4F7S2KM - 8604438,nan
11690,84482960,9266366,92000,35306,18/10/2025,98635,,,,,80000,12000,0,0,18/10/2025 9:58am,[77749],nan,0,27133,TJIRP7PVO3 - 9266366,nan
11691,84494641,7495209,14800,35306,19/10/2025,98635,,,,,1623.96,7380,3000,2796.04,19/10/2025 8:41am,[89478],nan,0,27133,TJJ5A7UKDR - 7495209,nan
11692,84494646,8429377,50,35306,18/10/2025,98635,,,,,9.88,0,0,40.12,19/10/2025 8:43am,[89478],nan,0,27133,TJICS7O5KI - 8429377,nan
11693,84494649,8429377,2000,35306,18/10/2025,98635,,,,,1995.75,0,4.25,0,19/10/2025 8:43am,[89478],nan,0,27133,TJICS7NZ2Q - 8429377,nan
11694,84497880,8834352,2500,35306,19/10/2025,98635,,,,,2409.55,0,0,90.45,19/10/2025 7:32pm,[17027],nan,0,27133,TJJNY7V6YY - 8834352,nan
11695,84497982,6663821,1626.12,35306,19/10/2025,98635,,,,,1626.12,0,0,0,19/10/2025 8:55pm,[89478],nan,0,27133,TJJC57VGQU - 6663821,nan
11696,84497983,8439939,1373.88,35306,19/10/2025,98635,,,,,0,1327.12,0,46.76,19/10/2025 8:55pm,[89478],nan,0,27133,TJJC57VGQU - 8439939,nan
11697,84632794,8439939,450,35306,21/10/2025,98635,,,,,0.27,356.21,0,93.52,20/10/2025 9:02pm,[89478],nan,0,27133,TJLC57YJEE - 8439939,nan
11698,84640645,9046198,11000,35306,21/10/2025,98635,,,,,7029.4,3887.27,0,83.33,21/10/2025 4:01am,[89478],nan,0,27133,TJL1E7X196 - 9046198,nan
11699,84642589,9204342,14940,35306,20/10/2025,98635,,,,,0,9960,0,4980,21/10/2025 5:12am,[89478],nan,0,27133,TJKHY7XRXT - 9204342,nan
11700,84642596,9204803,200060,35306,20/10/2025,98635,,,,,160060,32500,0,7500,21/10/2025 5:12am,[89478],nan,0,27133,TJKHY7XRXT - 9204803,nan
11701,84642662,9241650,14500,35306,18/10/2025,98635,,,,,14192.05,0,0,307.95,21/10/2025 5:15am,[77749],nan,0,27133,TJIO97P9KZ - 9241650,nan
11702,84642767,9204659,8000,35306,18/10/2025,98635,,,,,0,3520,0,4480,21/10/2025 5:16am,[17027],nan,0,27133,TJIIA7QDVM - 9204659,nan
11703,84643006,8440096,14800,35306,16/10/2025,98635,,,,,14166.65,0,633.35,0,21/10/2025 5:22am,[89478],nan,0,27133,TJGDQ7IWEC - 8440096,nan
11704,84643283,9018644,3000,35306,20/10/2025,98635,,,,,2935.58,0,0,64.42,21/10/2025 5:24am,[77749],nan,0,27133,TJK927VL40 - 9018644,nan
11705,84643341,9018644,3000,35306,19/10/2025,98635,,,,,2724.99,0,0,275.01,21/10/2025 5:24am,[77749],nan,0,27133,TJJ927RM9T - 9018644,nan
11706,84647689,8447534,18418,35306,21/10/2025,98635,,,,,13917.99,4000,0,500.01,21/10/2025 6:03am,[77749],nan,0,27133,TJLB77ZDJK - 8447534,nan
11707,84647690,9103421,1582,35306,21/10/2025,98635,,,,,1400,0,0,182,21/10/2025 6:03am,[77749],nan,0,27133,TJLB77ZDJK - 9103421,nan
11762,82985966,8978774,26580,35306,01/10/2025,98635,,,,,6780,16800,3000,0,01/10/2025 09:12,[97617],nan,0,75350,TJ1H066716 - 8978774,nan
11763,82985967,8978787,10720,35306,01/10/2025,98635,,,,,8766,1754,200,0,01/10/2025 09:12,[97617],nan,0,75350,TJ1H066716 - 8978787,nan
11764,83505090,8718895,24832,35306,07/10/2025,98635,,,,,6665.66,16000,2166.34,0,07/10/2025 15:45,[97617],nan,0,75350,TJ7J46P3V5 - 8718895,nan
11765,83505091,8719275,5168,35306,07/10/2025,98635,,,,,4556,612,0,0,07/10/2025 15:45,[97617],nan,0,75350,TJ7J46P3V5 - 8719275,nan
11766,83521746,8667348,3472,35306,07/10/2025,98635,,,,,3472,0,0,0,08/10/2025 04:56,[97617],nan,0,75350,TJ7L56T4K4 - 8667348,nan
11767,83543302,8978774,10720,35306,08/10/2025,98635,,,,,10720,0,0,0,08/10/2025 08:50,[97617],nan,0,75350,TJ8H06TM9Z - 8978774,nan
11768,83598470,8667348,170,35306,08/10/2025,98635,,,,,166.72,0,3.28,0,08/10/2025 14:46,[97617],nan,0,75350,TJ87J6T17H - 8667348,nan
11769,83618484,8718895,10000,35306,08/10/2025,98635,,,,,10000,0,0,0,09/10/2025 06:17,[97617],nan,0,75350,TJ8J46TKJW - 8718895,nan
11770,83674379,8718895,3,35306,09/10/2025,98635,,,,,1.01,0,1.98,0.01,09/10/2025 11:03,[97617],nan,0,75350,TJ9HK6ZO9R - 8718895,nan
11771,83841043,8768280,8000,35306,10/10/2025,98635,,,,,0,4866.66,2945.84,187.5,10/10/2025 19:26,[97472],nan,0,75350,TJAC37391Z - 8768280,nan
11772,83841156,8768280,12000,35306,10/10/2025,98635,,,,,7866.66,4133.34,0,0,10/10/2025 19:40,[97472],nan,0,75350,TJAC3737X8 - 8768280,nan
11773,83877804,8768280,10909,35306,10/10/2025,97255,0,0,0,0,10883.34,0,25.66,0,16/10/2025 8:31am,[97472],nan,0,75350,TJAC37079Y - 8768280,nan
11774,83877805,8768307,3790.17,35306,10/10/2025,98635,,,,,3006.17,684,100,0,13/10/2025 5:01am,[97472],nan,0,75350,TJAC37079Y - 8768307,nan
11775,84066604,8768307,200,35306,14/10/2025,98635,,,,,111.83,0,88.17,0,14/10/2025 1:31pm,[97472],nan,0,75350,TJEC37EFYZ - 8768307,nan
11776,84249368,8768307,300,35306,10/10/2025,97407,0,0,0,0,300,0,0,0,16/10/2025 8:32am,[97472],nan,0,75350,TJAC37079Y,nan
15478,82949773,9150615,2000,35306,01/10/2025,98635,,,,,0,2000,0,0,01/10/2025 00:54,[99851],nan,0,8550,TJ153672C3 - 9150615,nan
15483,82992620,9150615,1500,35306,01/10/2025,98635,,,,,0,1500,0,0,01/10/2025 10:30,[99851],nan,0,8550,TJ15368IBY - 9150615,nan
15484,82997480,9130030,10000,35306,01/10/2025,98635,,,,,0,7000,3000,0,01/10/2025 12:03,[23914],nan,0,8550,TJ1GF66H4P - 9130030,nan
15485,82997966,8716664,12000,35306,01/10/2025,98635,,,,,0,9000,3000,0,01/10/2025 12:14,[23914],nan,0,8550,TJ1KJ67YZI - 8716664,nan
15486,82999220,9150615,1500,35306,01/10/2025,98635,,,,,180.03,1319.97,0,0,01/10/2025 12:45,[99851],nan,0,8550,TJ15368P42 - 9150615,nan
15487,83000896,8499992,20316,35306,01/10/2025,98635,,,,,9714,7800,2802,0,01/10/2025 13:40,[72709],nan,0,8550,TJ15168IK4 - 8499992,nan
15488,83000898,8499994,4684,35306,01/10/2025,98635,,,,,3820,764,100,0,01/10/2025 13:40,[72709],nan,0,8550,TJ15168IK4 - 8499994,nan
15489,83001828,9115715,26000,35306,01/10/2025,98635,,,,,31.25,22968.75,3000,0,01/10/2025 14:16,[72709],nan,0,8550,TJ1CF67TK7 - 9115715,nan
15490,83004629,8933216,2000,35306,01/10/2025,98635,,,,,2000,0,0,0,01/10/2025 16:28,[23914],nan,0,8550,TJ1PU65F5R - 8933216,nan
15491,83009183,8716664,10000,35306,02/10/2025,98635,,,,,0,10000,0,0,01/10/2025 22:35,[23914],nan,0,8550,TJ2KJ69N72 - 8716664,nan
15492,83013253,9129944,59572,35306,02/10/2025,98635,,,,,0,59572,0,0,01/10/2025 23:48,[23914],nan,0,8550,TJ2AJ67EJX - 9129944,nan
15493,83018395,8499992,6600,35306,02/10/2025,98635,,,,,6536,0,64,0,02/10/2025 04:31,[72709],nan,0,8550,TJ2516AU0E - 8499992,nan
15494,83025816,9110714,4500,35306,02/10/2025,98635,0,0,0,0,0,4500,0,0,02/10/2025 07:24,[23914],nan,0,8550,TJ2LF6B0TM - 9110714,nan
15495,83025818,9112729,5500,35306,02/10/2025,98635,0,0,0,0,0,5500,0,0,02/10/2025 07:24,[23914],nan,0,8550,TJ2LF6B0TM - 9112729,nan
15496,83026067,9110714,0,35306,02/10/2025,98635,0,0,0,0,0,0,0,0,02/10/2025 07:29,[23914],nan,0,8550,TJ2LF6B8O6 - 9110714,nan
15497,83026220,9112729,500,35306,02/10/2025,98635,0,0,0,0,0,500,0,0,02/10/2025 07:29,[23914],nan,0,8550,TJ2LF6B8O6 - 9110714-1,nan
15498,83028805,9252099,7035,35307,01/10/2025,18219,,,,,4534.5,2500.5,0,0,02/10/2025 07:42,[],nan,0,8550,FT2527492Z3Q - 9252099,nan
15499,83028881,9129984,11959,35307,01/10/2025,98635,,,,,7890.45,4068.55,0,0,02/10/2025 07:42,[23914],nan,0,8550,FT2527492Z3Q - 9129984,nan
15500,83028890,9087920,14069,35307,01/10/2025,98635,,,,,9522.45,4546.55,0,0,02/10/2025 07:42,[],nan,0,8550,FT2527492Z3Q - 9087920,nan
15501,83038619,8555728,27100,35306,02/10/2025,98635,,,,,20000,4800,2300,0,02/10/2025 08:30,[99851],nan,0,8550,TJ2GR69F55 - 8555728,nan
15502,83038633,9160462,1400,35306,02/10/2025,98635,,,,,0,1400,0,0,02/10/2025 08:30,[99851],nan,0,8550,TJ2GR69F55 - 9160462,nan
15503,83054316,9130030,50000,35306,02/10/2025,98635,,,,,0,50000,0,0,02/10/2025 09:51,[23914],nan,0,8550,TJ2GF69YXQ - 9130030,nan
15504,83058860,9129940,10000,35306,02/10/2025,98635,,,,,0,10000,0,0,02/10/2025 10:06,[72709],nan,0,8550,TJ2DY69GIV - 9129940,nan
15505,83062738,8499992,1.36,35306,02/10/2025,98635,,,,,0,0,1.36,0,02/10/2025 10:28,[72709],nan,0,8550,TJ2516BNOE - 8499992,nan
15506,83062745,9143821,1598.64,35306,02/10/2025,98635,,,,,0,1598.64,0,0,02/10/2025 10:28,[72709],nan,0,8550,TJ2516BNOE - 9143821,nan
15507,83064373,8948401,116000,35306,02/10/2025,98635,0,0,0,0,104218.31,7500,3000,1281.69,15/10/2025 10:53am,[99851],nan,0,8550,TJ2CI6AABS - 8948401,nan
15508,83064385,9001589,26000,35306,02/10/2025,98635,0,0,0,0,20000,4464,802.08,733.92,02/10/2025 10:41,[99851],nan,0,8550,TJ2CI6AABS - 9001589,nan
15509,83064401,9008701,10714,35306,02/10/2025,98635,,,,,8845,1769,100,0,02/10/2025 10:35,[99851],nan,0,8550,TJ2CI6AABS - 9008701,nan
